REG_KEY|CONTACT_ID|FIRM_NAME|OWNER_OPERATOR_NUMBER
24876|1309174|SOMNOmedics GmbH|9084423
24880|2572139|VISGENEER, INC.|9084502
24884|2895378|ODLM S.A.S|9084565
24901|2778937|NANOPASS TECHNOLOGIES LTD.|9084839
24904|1005448|BRODA USA INC.|9084851
24910|5785086|Enable Me|9085002
24912|1971465|EIZO Corporation|9085040
24921|2061484|COGENT TECHNOLOGY LIMITED|9085287
24934|2053905|RENNICH INDUSTRIES LTD.|9085467
24948|2495814|EURORESEARCH S.R.L.|9085586
24954|2927924|AESCULAP IMPLANT SYSTEMS, LLC|9085662
24955|2927924|AESCULAP IMPLANT SYSTEMS, LLC|9085662
24966|1005595|OPTIKER GRETEN FOLIENOPTIK|9085900
24970|1005601|ORCHID ORTHOPEDIC SOLUTIONS LLC|9085942
24976|3035192|PHOENIX RUBBER PRODUCTS CO., LTD.|9086024
24981|1092565|RYAZAN STATE INSTRUMENT-MAKING ENTERPRISE|9086205
24982|1091989|SARMED SRL|9086224
24984|1126029|SIMEX MEDIZINTECHNIK GMBH|9086230
24985|1005658|EFS-EBERLE FEINWERKTECHN. SYSTEME GMBH & CO. KG|9086231
24987|3246843|VIORA LTD.|9086237
24992|1005676|MEASUREMENT LTD.|9086299
25007|2673810|AMSINO MEDICAL (KUNSHAN) CO., LTD.|9086542
25010|2073400|CARL ZEISS VISION INC.|9086547
25011|2073400|CARL ZEISS VISION INC.|9086547
25013|2073400|CARL ZEISS VISION INC.|9086547
25016|2073400|CARL ZEISS VISION INC.|9086547
25018|2073400|CARL ZEISS VISION INC.|9086547
25019|2073400|CARL ZEISS VISION INC.|9086547
25033|2763654|DUKIN CO., LTD.|9086602
25038|1939278|QSA Global Inc|9086702
25041|1005754|CONTRACT MEDICAL INTERNATIONAL SRO|9086839
25045|4945040|KYK Co.,Ltd|9086920
25047|2875371|MOOG, INC.|9086921
25051|2663121|Danyang Kawaza Medical Products Co., Ltd|9086960
25074|1099584|EPFLEX FEINWERKTECHNIK GMBH|9087185
25080|1005843|DUPHAMED B.V.|9087279
25081|1005844|MILTA PKP-GIT|9087280
25093|2916085|VOX MARKETING GROUP LLC|9087339
25097|1005886|XU HONG DENTAL COMPANY|9087459
25102|3005309|DENTALL, INC.|9087600
25116|1005935|DAVEMED HEALTHCARE CO., LTD.|9087840
25121|2503478|CLEARLAB US INC.|9087886
25130|2956562|FUN FACTORY GMBH|9087930
25131|2956562|FUN FACTORY GMBH|9087930
25141|2055809|CHAMPION OPTICAL CO., LTD.|9087988
25143|3245650|BIOSAFE SA|9088100
25144|2491768|SISTEMAS MEDICOS ALARIS, S.A. de C.V.|9088122
25145|2926515|MTS Medical UG|9088139
25149|1006003|COBES INDUSTRIES CO., LTD.|9088223
25154|2693879|TORAY MEDICAL CO., LTD.|9088449
25159|1099763|TANGSHAN LUXIONG PLASTIC PRODUCTS CO., LTD.|9088570
25161|1006057|sfm medical devices GmbH|9088579
25162|2917608|THE LIGHTHOUSE COMPANY SRL|9088600
25175|1119904|FU SHENG OPTICAL INDUSTRY CO., LTD.|9088779
25179|2581116|NINGBO CIXI IMP.& EXP. HOLDINGS CO.,LTD.|9088819
25184|1006107|INDO WEBAL SURGICAL PVT. LTD|9088864
25193|2086720|ACCS PRODUCTS, INC.|9089101
25194|1006134|MEDAIRE, INC.|9089102
25196|1928179|DIO Corporation|9089142
25202|1006161|Fabrinal|9089180
25215|1928969|ZIRKONZAHN SRL|9089299
25219|3955409|XIANTAO RAYXIN MEDICAL PRODUCTS CO., LTD.|9089380
25221|1006207|E. BAC SI IMPORTS LLC|9089402
25223|1132901|Derby Industries|9089410
25225|2916466|SPIDENT CO., LTD.|9089446
25227|2591920|NEWCLIP TECHNICS SAS|9089479
25228|1087987|GLOBUS SPORT AND HEALTH TECHNOLOGIES|9089480
25231|2592822|CHI-BO INDUSTRY CO., LTD.|9089524
25232|1006223|DENTAZON CORPORATION|9089526
25237|2073011|MENNEN MEDICAL LTD.|9089582
25246|2956156|DiaSorin Molecular LLC|9089763
25247|2787103|TYTEX Slovakia SRO|9089779
25249|1006265|Jiangsu IAWA Bioscience Engineering Co., Ltd.|9089821
25251|4835111|B&B MEDICAL TECHNOLOGIES, INC.|9089880
25255|3125014|Vertos Medical Inc.|9089942
25256|2047436|COLTENE Holding AG|9089944
25257|2047436|COLTENE Holding AG|9089944
25262|1942372|CHINA DENTAL OUTSOURCING, INC.|9089984
25263|1115364|INTELLIRAD SOLUTIONS PTY LTD|9090019
25268|1006316|DENTAL CARE CO., LTD.|9090080
25274|2673354|TRIANGLE BUSINESS CORP.|9090221
25284|1006352|MCR INTERNACIONAL SA DE CV|9090289
25289|1122500|FIBEROPTIC COMPONENTS LLC.|9090323
25293|1981809|Lambsmead Limited|9090360
25298|2916932|CALGARY SCIENTIFIC, INC.|9090399
25304|2585104|HL RUBBER INDUSTRIES SDN BHD|9090472
25305|2082599|DOMINO SRL|9090480
25306|2875141|Jiangsu Goju Identification Technology Co.,|9090501
25307|1938196|MEDION GRIFOLS DIAGNOSTICS AG|9090520
25318|2696285|GoldenDent|9090600
25320|1006418|BEIJING BARAD MEDICAL EQUIPMENT CO., LTD.|9090639
25325|2753361|CSM Implant|9090832
25327|2583237|OK BIOTECH CO., LTD.|9090860
25330|1085078|COOK MEDICAL|9090900
25331|1903958|DIABETIC SUPPLY OF SUNCOAST, INC.|9090901
25332|2511836|WENZHOU GOLDEN BRIDGE IMP. & EXP. CO.,LTD|9090939
25335|1006453|FOX OPTICS INC.|9090959
25355|1006498|NoNoDerma, LLC|9091180
25357|1611880|Healthcare Logistics Systems|9091182
25364|2057494|J. B. INDUSTRIAL (SHENZHEN) CO., LTD.|9091365
25373|1006537|PREOX-RS GMBH|9091421
25382|1910101|IMAGE INFORMATION SYSTEMS EUROPE LTD.|9091611
25383|1006578|DENTFLEX|9091639
25385|2531452|FU HONG INDUSTRIES LTD.|9091679
25410|1006638|GRAND BOND ELECTRONICS LIMITED|9091900
25411|1096538|NINGBO SHENGYURUI MEDICAL APPLIANCE CO.|9091901
25412|2088115|AMCO INTERNATIONAL MANUFACTURING & DESIGN, INC.|9091903
25414|1006643|SHANTOU NURSE MATE UNDERPADS CO., LTD.|9091907
25416|1006649|PRINCE MEDICAL|9091979
25420|1006662|YUKADENSHI COMPANY LTD.|9092100
25433|1006685|PHARMASPRAY BV|9092205
25441|2584801|PROMEPLA|9092365
25444|1085531|Morel France SAS|9092441
25455|1006742|ENVOY MEDICAL CORPORATION|9092560
25463|2521461|YOUNG INNOVATIONS, INC.|9092605
25473|1918132|Engineered Medical Solutions Company LLC d/b/a BihlerMed|9092868
25479|2042526|Shenzhen Breo Technology Co., Ltd|9093040
25481|1379502|G & B Electronic Designs Ltd.|9093059
25483|1006817|LIMERICK INCORPORATE|9093069
25486|3556296|Amann Girrbach AG|9093103
25488|3556296|Amann Girrbach AG|9093103
25493|1981813|D. Sign Dental Lab, Inc.|9093206
25497|1006851|FRA PRODUCTION SPA|9093279
25510|4675234|COULOT DECOLLETAGE SAS|9093440
25511|1006882|VEOLIA WATER SOLUTIONS AND TECHNOLOGIES SA|9093448
25512|1956041|A.R.C. Laser GmbH|9093451
25515|1947114|WENZHOU DONGBO TRADE CORPORATION|9093482
25521|1942546|McMerlin Dental Products, LP|9093619
25533|2591341|TRINITY OPTICAL MANUFACTORY LTD|9093785
25540|1923219|EVAN INDUSTRIAL CO, LTD.|9093886
25542|2073316|ZUMAX MEDICAL CO, LTD.|9093892
25563|1007016|CODA RESOURCES LTD., HEZE CHINA|9094201
25567|4114967|INTEGRAL MEDICAL PRODUCTS CO., LTD.|9094212
25569|1085760|ARxIUM Inc.|9094339
25572|2058163|RELAXATION, INC.|9094350
25573|2935053|LESspine Innovations|9094359
25578|1134509|ELCAM MEDICAL ITALY SPA|9094403
25587|2945228|Qingtian Rijia Optical Glasses Co., Ltd.|9094520
25591|1007091|EMERY ENTERPRISES INC.dba ITL Dental|9094606
25612|1007143|MEDICNRG LTD.|9094820
25622|1007166|KUNSHAN JIEHONG NONWOVEN PRODUCT CO., LTD.|9094909
25623|1007167|Vital Images|9094910
25628|2916811|HOLLISTER WOUND CARE, LLC|9094966
25630|2076160|ITG ELECTRONICS|9095001
25633|1007192|UNITED SURGICAL, LTD.|9095103
25649|3435269|BORRION GREAT ENTERPRISE WENZHOU CO., LTD|9095322
25651|1007243|NOUVEAU EYEWEAR, INC.|9095380
25659|2723440|Verathon Medical Canada ULC|9095489
25662|1620120|Confirm BioSciences|9095540
25664|1007266|LABOTECH MICROSCOPES INDIA PRIVATE LIMITED|9095581
25689|1007323|VIRTUAL PORTS LTD|9095859
25692|1007330|DIMA S.L.|9095919
25693|2915600|CARPAL DOCTORS LLC|9095942
25694|3175449|FOOT SCIENCE INTERNATIONAL, LTD.|9095944
25696|2867036|SIEMENS HEALTHCARE DIAGNOSTICS INC.|9096044
25697|2867036|SIEMENS HEALTHCARE DIAGNOSTICS INC.|9096044
25699|2867036|SIEMENS HEALTHCARE DIAGNOSTICS INC.|9096044
25700|2867036|SIEMENS HEALTHCARE DIAGNOSTICS INC.|9096044
25704|3445081|C-RAD AB|9096047
25709|2704032|INNOVATIVE MATERIAL & DEVICES, INC.|9096082
25717|1007376|SDI SURGICAL DEVICE INTERNATIONAL GMBH|9096119
25718|2926239|MHC Medical Products, LLC|9096130
25720|2905046|KIMBERLY-CLARK CORPORATION|9096180
25721|1007389|Gauke Healthcare Co., Ltd|9096183
25733|2927313|G SURGICAL LLC|9096480
25734|1007428|PI INTERNATIONAL HOLDINGS, LTD.|9096482
25738|4395768|Accentus Medical Ltd|9096541
25740|2121876|ACARE TECHNOLOGY CO., LTD.|9096601
25745|1007453|SPARK HOLLAND BV.|9096620
25748|2647277|DongBang Medical Co. Ltd.|9096684
25756|2102861|OSI Systems Pvt. Ltd(Optoelectronics division)|9096780
25759|1007503|CARMELTON CO., LTD.|9096822
25761|2646591|Beijing Beishute Maternity & Child Articles Co., Ltd.|9096839
25768|1007517|WEIHAI JIESHI COMMODITY MANUFACTURE CO. LTD.|9096884
25769|2931535|LYG BRONSON NON-WOVEN PRODUCTS CO. LTD.|9096885
25782|2623778|SHENZHEN WELL-COME INDUSTRY CO., LTD.|9097010
25787|1007564|CHANGZHOU MAJOR MEDICAL PRODUCTS CO., LTD.|9097066
25792|1951891|GOOD DOCTORS CO., LTD.|9097123
25806|1007596|FRESENIUS KABI DEUTSCHLAND GMBH|9097270
25809|2210971|INNOVATIVE ORTHOPEDIC TECHNOLOGIES, LLC|9097302
25814|2072728|JENG SHENG CO. LTD.|9097400
25815|2753334|Bestway Optical Co., Limited|9097401
25826|2174166|Columbia Medical, LLC|9097680
25830|2172472|WENZHOU SUNSHADES IMPORT & EXPORT CO. LTD|9097720
25832|1007697|IDEXX LABORATORIES INC.|9097732
25840|2928803|Guangdong Baihe Medical Technology Co., Ltd.|9097900
25850|2956949|Press-Master, LLC DBA Aesthetic Press|9098079
25852|4395200|VOLU-SOL|9098086
25854|1007780|MUJI U.S.A. LIMITED|9098161
25863|1007809|ME. BER S.R.L.|9098265
25865|2945230|JSL CAR ACCESSORIES CO., LTD.|9098271
25866|1949106|STAR SRL|9098339
25867|1872074|Daiso California Llc.|9098381
25876|1007847|UNION DENTAL S.A.|9098488
25887|2788111|SUZHOU JINGLE POLYMER MEDICAL APPARATUS|9098739
25889|1007881|ARCH Medical Solutions - Escondido LLC|9098779
25891|2075877|SHANGHAI DAVID INTERNATIONAL TRADE CO., LTD.|9098807
25897|1122859|LONZA WALKERSVILLE, INC.|9098883
25906|2866763|Domtar AI, Inc.|9099003
25911|1992671|JIANGSU DONGBAO OPTICAL CO., LTD.|9099161
25912|1007952|NINGBO OUMAIDA IMP & EXP CO., LTD.|9099183
25919|1007967|SHAOXING YONGFENG SURGICAL DRESSING CO., LTD.|9099300
25923|1007974|HemoCue AB|9099323
25937|1008009|SHANG CHIAO CO., LTD.|9099659
25950|1089838|ZIEMER GROUP, AG|9099822
25955|2917385|ALLIANCE INTERNATIONAL CO., LTD.|9099902
25964|4915111|Danyang Huayi Medical Supply & Equipment Co, Ltd.|9099959
25966|1008076|SHANGHAI DASHENG HEALTH PRODUCTS MANUFACTURE CO. L|9099961
25968|2623502|Meditera Tibbi Malzeme Sanayi ve Ticaret A.S.|9099982
25973|2906992|DCI International, LLC|9099996
25980|1952138|XIANTAO XINFA PLASTIC CO., LTD.|9100065
25981|1119363|2M MARKETING GROUP LLC|9100100
25985|1089569|ROYAL DENTAL LABS, INC.|9100173
25990|1008145|XIAMEN CHENGLI MEDICAL EQUIPMENT CO., LTD.|9100300
25991|1603061|PSI HEALTH SOLUTIONS, INC.|9100320
26004|2696773|KoKo, LLC|9100499
26005|1008177|NINGBO KAIDA RUBBER AND PLASTIC TECHNOLOGY CO., LTD|9100523
26008|1008182|HANGZHOU FUYANG HONGWEI METAL PRODUCT LIMITED COMPANY|9100539
26016|1008197|MEDICAL-MASTER CO., LTD.|9100624
26018|2572103|JOSON-CARE ENTERPRISE CO., LTD.|9100642
26025|1008226|FISHER-WALLACE LABORATORIES Inc|9100824
26026|1120709|Bricon Technology GmbH|9100825
26027|2928342|Wagner & Kuehner GmbH|9100860
26030|2789454|TOMY International|9100882
26032|1008238|SA VISION EYEWEAR|9100899
26033|1008239|JIANGSU CHENJIE DAILY CHEMICAL PRODUCTS CO., LTD.|9100939
26043|2054638|ARTISTIC DENTAL LAB, INC.|9101099
26045|2653281|GOOD QUALITY OPTICAL MANUFACTORY (DONG GUAN) LTD.|9101105
26082|2581597|BLUE BOX DENTAL LABORATORIES|9101726
26100|2082624|Swissdentacare SA|9101959
26105|2633723|SUZHOU VICON INDUSTRIAL CO., LTD.|9101979
26108|1008431|TONE-A-MATIC INTERNATIONAL, INC.|9102041
26136|1008503|NANOVIBRONIX, LTD.|9102520
26137|1008504|YANGJIANG JINLANGDA HARDWARE & PLASTIC PRODUCTS CO|9102521
26154|2623647|Vatech America, Inc.|9102840
26156|2866915|UNISAFE INC.|9102881
26158|2088679|SPD SWISS PRECISION DIAGNOSTICS GMBH|9102922
26163|2001085|P.J. DENTAL PRODUCTS|9102959
26165|2805551|INDORO FRANCE|9102999
26173|1008581|FULL SUN, INC.|9103082
26177|1948701|Wuyi Vanguard Industry And Trade Co., Ltd.|9103159
26180|2916500|Capital Bedding Inc.|9103163
26184|2916598|NANTONG EGENS BIOTECHNOLOGY CO.,LTD.|9103205
26197|3555836|BIOMED LABORATORIES LLC|9103441
26205|2592439|ZHEJIANG MEDIUNION HEALTHCARE GROUP CO.,LTD|9103599
26209|1008672|OPERATING THEATRE MEDICAL (HUBEI) CO., LTD.|9103740
26211|1008674|CHANGZHOU ATOMIC HI-TECH RADIATION CO., LTD.|9103760
26219|2590586|GALLANT QUALITY SDN BHD|9103901
26224|1093289|NINGBO PROFUN INTL.|9103999
26225|1008702|Digicom Electronics, Inc.|9104000
26230|5505077|Concure Oncology, Inc.|9104122
26234|1900654|OKOIC IRRADIATION TECH CO., LTD|9104201
26240|2633904|MSC Technologies Systems GmbH|9104399
26243|2958205|LERNAPHARM INC.|9104462
26253|1917941|OFAR S.A.|9104582
26254|1008782|GOLDCREDIT INTERNATIONAL TRADING CO., LTD.|9104599
26255|1008783|WENZHOU OUTLOOK OPTICAL CO., LTD.|9104619
26262|1008804|ADITEK DO BRASIL, LTDA|9104741
26267|2646213|Zhangjiagang Alldex Commodity Co. Ltd|9104804
26273|2572468|SHL Healthcare Ltd.|9104842
26280|2461049|JIA SHAN KANGLIDA PHYSICAL THERAPY EQUIP. CO., LTD|9104939
26284|2573774|AMOENA MEDIZIN-ORTHOPADIE-TECHNIK GMBH|9105040
26285|1933464|DIASYS DIAGNOSTICS SYSTEMS GMBH|9105042
26307|2957322|CCE CANADA COMMERCIAL EXCHANGE INC.|9105479
26309|2055383|DIERS INTERNATIONAL GMBH|9105500
26316|1008954|SOUTHEASTERN MEDICAL TECHNOLOGIES|9105761
26331|1229124|OTE PHARMA SOL bv|9106180
26337|2583077|NUSMILE, LTD|9106343
26338|1927386|BEIJING CHOICE ELECTRONIC TECHNOLOLGY CO., LTD.|9106400
26353|1009101|JOLINE GMBH & CO. KG|9106819
26369|3705152|MEDECO ASIA LTD.|9107019
26374|2956274|Pivot International|9107199
26375|1670665|BIOCLEAR|9107200
26383|1109547|FILLAUER COMPANIES, INC.|9910012
26384|1109547|FILLAUER COMPANIES, INC.|9910012
26385|1109547|FILLAUER COMPANIES, INC.|9910012
26459|2058114|Honeywell SPS|9910090
26551|2085735|GENERAL ELECTRIC CO.|9912004
26598|2085735|GENERAL ELECTRIC CO.|9912004
26602|2085735|GENERAL ELECTRIC CO.|9912004
26603|2085735|GENERAL ELECTRIC CO.|9912004
26604|2085735|GENERAL ELECTRIC CO.|9912004
26605|2085735|GENERAL ELECTRIC CO.|9912004
26606|2085735|GENERAL ELECTRIC CO.|9912004
26607|2085735|GENERAL ELECTRIC CO.|9912004
26608|2085735|GENERAL ELECTRIC CO.|9912004
26609|2085735|GENERAL ELECTRIC CO.|9912004
26611|2085735|GENERAL ELECTRIC CO.|9912004
26612|2085735|GENERAL ELECTRIC CO.|9912004
26613|2085735|GENERAL ELECTRIC CO.|9912004
26614|2085735|GENERAL ELECTRIC CO.|9912004
26616|2085735|GENERAL ELECTRIC CO.|9912004
26617|2085735|GENERAL ELECTRIC CO.|9912004
26618|2085735|GENERAL ELECTRIC CO.|9912004
26620|2085735|GENERAL ELECTRIC CO.|9912004
26621|2085735|GENERAL ELECTRIC CO.|9912004
26624|2085735|GENERAL ELECTRIC CO.|9912004
26626|2085735|GENERAL ELECTRIC CO.|9912004
26627|2085735|GENERAL ELECTRIC CO.|9912004
26651|2085735|GENERAL ELECTRIC CO.|9912004
26653|2085735|GENERAL ELECTRIC CO.|9912004
26655|2085735|GENERAL ELECTRIC CO.|9912004
26661|2085735|GENERAL ELECTRIC CO.|9912004
26662|2085735|GENERAL ELECTRIC CO.|9912004
26664|2085735|GENERAL ELECTRIC CO.|9912004
26668|2085735|GENERAL ELECTRIC CO.|9912004
26669|2085735|GENERAL ELECTRIC CO.|9912004
26701|1009316|VELCRO USA, INC.|9912031
26705|3255028|PERKINELMER, INC.|9912035
26706|3255028|PERKINELMER, INC.|9912035
26710|3255028|PERKINELMER, INC.|9912035
26715|1009320|ROBERT H. KAPLAN ASSOC., INC.|9912038
26717|2957024|BLACKSTONE INDUSTRIES, LLC|9912040
26734|2676889|Boston Scientific Corporation|9912058
26737|2676889|Boston Scientific Corporation|9912058
26738|2676889|Boston Scientific Corporation|9912058
26739|2676889|Boston Scientific Corporation|9912058
26744|2676889|Boston Scientific Corporation|9912058
26756|2676889|Boston Scientific Corporation|9912058
26758|2676889|Boston Scientific Corporation|9912058
26762|2676889|Boston Scientific Corporation|9912058
26774|2088891|WILLIAMS HEALTHCARE SYSTEMS, LLC.|9912065
26859|2925023|Bausch Health Companies Inc.|9913003
26861|2925023|Bausch Health Companies Inc.|9913003
26862|2925023|Bausch Health Companies Inc.|9913003
26864|2925023|Bausch Health Companies Inc.|9913003
26865|2925023|Bausch Health Companies Inc.|9913003
26868|2925023|Bausch Health Companies Inc.|9913003
26876|2925023|Bausch Health Companies Inc.|9913003
26881|2925023|Bausch Health Companies Inc.|9913003
26882|2925023|Bausch Health Companies Inc.|9913003
26884|2925023|Bausch Health Companies Inc.|9913003
26952|2806231|ATRION CORP.|9914015
26954|2806231|ATRION CORP.|9914015
26964|2013384|ORTHO-TAIN, INC.|9914028
26977|1926281|SUNBEAM PRODUCTS, INC.|9914033
26994|1083692|MODERN AIDS, INC.|9914058
27000|1009443|WEIMAN PRODUCTS, LLC|9914067
27002|1123857|Janin Group, Inc.|9914069
27035|1982289|MIDMARK CORP.|9915004
27051|1009487|PROCTER & GAMBLE CO.|9915005
27052|1009487|PROCTER & GAMBLE CO.|9915005
27053|1009487|PROCTER & GAMBLE CO.|9915005
27055|1009487|PROCTER & GAMBLE CO.|9915005
27063|2885938|SAINT-GOBAIN PERFORMANCE PLASTICS|9915008
27071|1009499|THE MILL-ROSE CO.|9915022
27079|2500628|PRECISION FLUIDICS DIVISION PARKER HANNIFIN CORP.|9915034
27084|1907806|THE ScottCare Corporation (subsidy of SCOTT FETZER CO.)|9915036
27094|1944178|Life Technologies Corporation|9915045
27099|1944178|Life Technologies Corporation|9915045
27100|1944178|Life Technologies Corporation|9915045
27194|1091938|Skytron, LLC|9918015
27223|2074421|PROFESSIONAL SPECIALTIES CO., INC.|9919004
27272|5975013|ORIENTAL TRADING CO.|9919034
27340|2785810|SPENCER GIFTS, LLC|9920071
27349|2590835|SELANE PRODUCTS, INC.|9920085
27450|3266895|Patterson Companies, Inc.|9921026
27455|2674574|Amcor Flexibles, Commerce|9921036
27485|2290591|TIDI PRODUCTS, LLC|9921057
27551|2360889|BECTON, DICKINSON & CO.|9922032
27561|2360889|BECTON, DICKINSON & CO.|9922032
27564|2360889|BECTON, DICKINSON & CO.|9922032
27568|2360889|BECTON, DICKINSON & CO.|9922032
27569|2360889|BECTON, DICKINSON & CO.|9922032
27572|2360889|BECTON, DICKINSON & CO.|9922032
27577|2360889|BECTON, DICKINSON & CO.|9922032
27578|2360889|BECTON, DICKINSON & CO.|9922032
27579|2360889|BECTON, DICKINSON & CO.|9922032
27580|2360889|BECTON, DICKINSON & CO.|9922032
27584|2360889|BECTON, DICKINSON & CO.|9922032
27585|2360889|BECTON, DICKINSON & CO.|9922032
27586|2360889|BECTON, DICKINSON & CO.|9922032
27591|2360889|BECTON, DICKINSON & CO.|9922032
27593|2360889|BECTON, DICKINSON & CO.|9922032
27595|2360889|BECTON, DICKINSON & CO.|9922032
27605|2360889|BECTON, DICKINSON & CO.|9922032
27606|2360889|BECTON, DICKINSON & CO.|9922032
27607|2360889|BECTON, DICKINSON & CO.|9922032
27608|2360889|BECTON, DICKINSON & CO.|9922032
27609|2360889|BECTON, DICKINSON & CO.|9922032
27616|2360889|BECTON, DICKINSON & CO.|9922032
27617|2360889|BECTON, DICKINSON & CO.|9922032
27618|2360889|BECTON, DICKINSON & CO.|9922032
27697|1927174|I M, INC.|9922087
27701|5784974|FIBERGUIDE INDUSTRIES|9922094
27727|1928271|PFIZER INC.|9924008
27769|2082990|PRAXAIR, INC.|9924021
27770|2082990|PRAXAIR, INC.|9924021
27775|2082990|PRAXAIR, INC.|9924021
27776|2082990|PRAXAIR, INC.|9924021
27780|2082990|PRAXAIR, INC.|9924021
27782|2082990|PRAXAIR, INC.|9924021
27783|2082990|PRAXAIR, INC.|9924021
27814|3665595|CVS Pharmacy, Inc.|9924052
27866|2124349|PERRIGO COMPANY|9924144
27918|2928002|W. L. GORE & ASSOCIATES, INC.|9925013
27919|2928002|W. L. GORE & ASSOCIATES, INC.|9925013
27944|2071923|B. BRAUN MEDICAL INC.|9925035
27946|2071923|B. BRAUN MEDICAL INC.|9925035
27947|2071923|B. BRAUN MEDICAL INC.|9925035
27948|2071923|B. BRAUN MEDICAL INC.|9925035
27950|2071923|B. BRAUN MEDICAL INC.|9925035
27965|1010099|C & J INDUSTRIES, INC.|9925050
27994|1010133|GOLDEN BROTHERS, INC.|9925096
28018|2916984|Bio-Rad Laboratories, Inc.|9929003
28024|2916984|Bio-Rad Laboratories, Inc.|9929003
28043|3555756|Water Pik, Inc.|9929014
28084|2591794|COOPERVISION, INC.|9929062
28088|2591794|COOPERVISION, INC.|9929062
28089|2591794|COOPERVISION, INC.|9929062
28092|2591794|COOPERVISION, INC.|9929062
28093|2591794|COOPERVISION, INC.|9929062
28097|2591794|COOPERVISION, INC.|9929062
28129|2665753|PARKS MEDICAL ELECTRONICS, INC.|9930003
28145|2084507|DRAVON MEDICAL INC.|9930031
28150|2002762|BARNETT INTL., CORP.|1010604
28156|948640|FLORIDA MFG. CORP.|1014214
28160|2074667|UNIVERSAL SURGICAL APPLIANCE CO.|1018371
28162|2916370|Smith & Nephew, Inc.|1020279
28165|2916370|Smith & Nephew, Inc.|1020279
28168|948668|KBD, INC.|1022129
28172|1086572|MERCURY ENTERPRISES, INC.|1024404
28175|5275172|Johnson & Johnson Vision Care, Inc.|1024871
28176|5275172|Johnson & Johnson Vision Care, Inc.|1024871
28191|1090742|BIOTRONIK, INC.|1028232
28192|1111517|CAMBRIDGE DIAGNOSTIC PRODUCTS, INC.|1029182
28215|948746|READING GLASS CO. OF AMERICA, INC.|1030370
28267|1935224|BIOMET MICROFIXATION|1032347
28316|948898|DISPENSERS OPTICAL SERVICE CORP.|1034043
28322|2929243|CARE LINE, INC.|1034116
28343|2531193|FAIRWIND SUNGLASSES TRADING CO., INC.|1034278
28348|2581399|SUNNY TRADING, INC.|1034286
28406|949035|OSCOR INC.|1035166
28421|2103116|ACUDERM, INC.|1035236
28438|2581036|FIELDS MFG., INC.|1035522
28445|2500624|A & M INSTRUMENTS, INC.|1035766
28467|949134|OMNIA, INC.|1035837
28471|4925211|SHARN, INC.|1035845
28524|1091512|VICON MOTION SYSTEMS, INC.|1036056
28584|2775337|ENGLER ENGINEERING CORP.|1036336
28591|949308|SST International Inc.|1036362
28595|3264985|HILLUSA, INC.|1036399
28601|2111230|S&W HEALTHCARE CORPORATION|1036418
28611|1114604|LIFESAVING SYSTEMS CORP.|1036458
28613|2915205|Perry Baromedical Corporation|1036464
28676|949447|VISION RESEARCH CORP.|1036862
28688|2070617|QED, INC.|1037039
28692|2695939|LIFE SENSING INSTRUMENTS, INC.|1037137
28729|949546|ALBERT INTERNATIONAL, INC.|1037752
28740|2644048|ADVANCE MEDICAL DESIGNS, INC.|1037885
28749|2211629|Dornier MedTech America, Inc.|1037955
28815|3266941|EXACTECH, INC.|1038671
28828|949699|ASO LLC|1038758
28832|949703|CONTINENTAL S.E.L., LLC|1038762
28839|949713|WAYNE METAL PRODUCTS, INC.|1038800
28841|5976075|Biomet 3i|1038806
28848|1089265|EYEKON MEDICAL, INC.|1038833
28861|2885172|RUDY PROJECT NORTH AMERICA|1038923
28911|3556144|FLORIDA PROBE CORP.|1039382
28914|1612184|JODEE, INC.|1039386
28967|949896|HOWARD INSTRUMENTS, INC.|1039865
28985|1929975|Kenmark Eyewear|1043389
28988|1981736|U.S. ORTHOTICS, INC.|1043533
28989|2785149|WRIGHT MEDICAL TECHNOLOGY, INC.|1043534
28992|1094134|CAROLON CO.|1043551
28999|1941388|JUNKIN SAFETY APPLIANCE CO., INC.|1043584
29000|2906736|AlbaHealth LLC|1043593
29008|1941308|ENCOMPASS GROUP, LLC.|1043644
29028|3235621|PETER SCHIFF ENTERPRISE|1044143
29048|2401261|DEROYAL INDUSTRIES, INC.|1044833
29054|2401261|DEROYAL INDUSTRIES, INC.|1044833
29057|2401261|DEROYAL INDUSTRIES, INC.|1044833
29058|2401261|DEROYAL INDUSTRIES, INC.|1044833
29064|950037|ULTRALITE ENTERPRISES, INC.|1045025
29069|2644045|MEDICAL TECHNOLOGIES OF GEORGIA, INC.|1045162
29078|2011390|THE ANSPACH EFFORT, INC.|1045834
29117|950133|KAYE PRODUCTS, INC.|1047834
29130|2644934|CAROLINA BIOLOGICAL SUPPLY CO.|1048439
29146|1099353|PALM OPTICAL CO., INC.|1049070
29174|1937338|U.S. THERAPY|1049893
29178|1125566|MEDTOX DIAGNOSTICS, INC.|1050155
29179|1125566|MEDTOX DIAGNOSTICS, INC.|1050155
29202|1419179|RESTORATIVE CARE OF AMERICA, INC.|1051118
29227|1083694|EAR-TRONICS, INC.|1051293
29296|1919683|Vilex LLC|1051526
29309|2571565|TEAM TECHNOLOGIES, INC.|1051594
29311|2788679|PRACTICON, INC.|1051614
29345|950451|FLOATS, INC.|1051720
29425|4295015|ORTHO-CYCLE CO.|1052235
